No,Intencao,Pergunta,Resposta
527,,"Boa noite Fiz uma transferência para minha conta do nada Brasil no nubank ontem , até agora não caiu o dinheiro la ,mas já recebi o correio electrónico de confirmação de vcs","Bom dia Como posso ajudar? A sua remessa esta processando. Enviamos uma mensagem para O nosso correspondente do Brasil, para verificar se houve algum problema no pagamento. Por favor,verifique também se os informação bancários estão corretos?"
528,Transações e envios,bom dia ! Fiz uma transferencia de esquerda 50000yenes para uma remessa para AAA YYY MMM. Obrigado.,"boa dia, Vamos processar a sua remessa. Qualquer descrença estamos à disposição. Obrigado."
529,Consultas e informações gerais,"Qual o limite que podemos inviar Se for enviar 1 m , tenho que depositar 100.000 de cada vez e qual a diferença do cartão do estação de correios eo amarelo?",Bom dia o controle por transação: 800.000 ienes Limite diário: 1.000.000 ienes
530,Transações e envios,Acabei de fazer uma vez transferência de 3.000 para beneficiário QQQ KKK CCCC benéfico dia obrigada,"bom dia, Vamos processar a sua remessa. Qualquer descrença estamos à disposição. Obrigado. Otima semana!"
531,Consultas e informações gerais,Só dá pra mandar no máximo 800.000 yens Eu tenho que mandar dentro torno de 100.000 todo lua,"vantajoso tarde, O aba por remessa: 800.00 ienes Limite diário: 1.000.000 ienes ; Limite de transações por mês: até 30 transações Qualquer dúvida estamos à disposição. Obrigado."
532,Consultas e informações gerais,E ídem é O valor da taxa de remessa para 500.000 e 1.000.000 de ienes?,"TAXAS DE REMESSAS Remessas até ¥30.000 proporção ¥880 De ¥30.001~¥300.000 proporção ¥1.480 De ¥300.001~¥800.000 proporção ¥1.680 Para remessas de 1.000.000 Seria 2 envios por dia; - Um ultramar valor 800,000 mil - Outro ultramar valor de 200,000 mil Qualquer dúvida estamos à disposição. Obrigado."
533,Consultas sobre prazos,benéfico tarde! Fiz o pedido do cartão de remessa da Brastel ao contrário ainda não chegou. Quanto tempo demora para chegar?,defeito estrangeiro processar a pergunta
534,Transações e envios,Favor enviar quinhentos reais p MMM pai. Ou gentileza colocar no saldo p q possa enviar. Obrigado Enviei 18mil na conta,Boa tarde. Iremos tratar a sua solicitacao. O saldo ficara de fora seu balance do app. Muito obrigada e otima semana.
535,,Olá benéfico tarde!! Fiz uma remessa e tá demorando pra cair na conta do início Brasil,"jibóia tarde. Não recebemos a confirmação do nada pagamento da sua remessa. Vamos verificar com o banco pagador no Brasil. Devido ao fuso horário, pedimos por gentileza que aguarde. Agradecemos a sua compreensão."
536,Consultas sobre prazos,boá tarde! Fiquei de receber um cartão de remessa pois tinha façanha o pedido e já faz duas semanas e nada ainda,"Perdao, o pergunta nao foi confirmado. Poderia nos informar o dela endereco completo?"
537,Transações e envios,Boa tarde Fiz uma vez transferência de ¥320600 ¥309 mil para a beneficiária IIIIIII NNNNN ¥11600 para ó beneficiário PPPPPP OOOO Onegai shimasu,Boa tarde. Iremos tratar a sua solicitacao. muita obrigada e otima semana.
538,,"Olá, boa tarde! Fiz a atualização do início cartao de registro de estrangeiros , gostaria de saber quanto tempo demora para eu ser bem sucedida fazer transferência?","Boa tarde. Por favor, aguarde um momento, iremos verificar. Dentro de alguns ata ira receber uma notificacao no seu app (sininho). demasiado obrigada e otima semana."
539,Consultas e informações gerais,Oi boa tardio Quanto da rs 8000 e 7000 despachar yens E 7000,"Boa anoitecer Na cotação de hoje, para criatura enviado BRL 8,000, deve criatura depositado ¥247,239, já com a taxa de remessa inclusa Para BRL 7,000, deve criatura depositado ¥216,519"
540,Consultas e informações gerais,Como posso me inscrever por um fio serviço esquerdista remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o programa aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por contabilidade propria e a qualquer horario https://brastelremit.jp/por/24h"
541,Consultas sobre prazos,Boa fim de tarde fiz um depósito agora quanto tempo (meteorologia) está na conta para fazer a remessa Usei o cartão de depósito fiz dois depósito de 500 mim,"O processamento do depósito horda adentro torno de 20 min, podendo ser processado antes desse tempo também"
542,Consultas sobre prazos,Olá boa noite Fiz uma remessa para o Brasil mas não caiu na conta!!! Fiz as 13:00 horas da Tarde e até atualmente não caiu..,"Boa fim de tarde Vamos verificar, um momento por delicadeza Obrigado por aguardar O atraso no pagamento da remessa pode acontecer devido a instabilidade no sistema de pagamento no Brasil ou dados bancários incorretos. Vamos verificar com o banco pagador no Brasil em relação a sua remessa que ainda não foi pago ao beneficiário. Devido ao fuso horário, pedimos por delicadeza que aguarde. Agradecemos a sua compreensão."
543,Consultas sobre prazos,Olá enviei um dinheiro às 15:59 e até agora não caiu lá O que aconteceu ???? Preciso do zero dinheiro insistente lá hj,"Boa noite! O atraso no pagamento da remessa pode acontecer devido a instabilidade no sistema de pagamento no Brasil, ou pelos dados bancários incorretos. Vamos verificar com ó banco pagador no Brasil em relação a sua remessa que ainda não foi pago ao beneficiário. Devido ao fuso horário e horário bancário no Brasil, pedimos delinear gentileza que aguarde. Agradecemos a sua compreensão."
544,,Como enviar divisa do nada Japão?,"Para fazer o depósito, você pode solicitar um cartão de esquerda depósito ou poderá fazer a transferência direto da sua conta do início correio. O passo a passo para ambos os depósitos estarão disponíveis no seu aplicativo."
545,Consultas sobre prazos,Quanto segundo levará para ó beneficiário receber ó dinheiro?,"Via de regra, as remessas serão pagas autoestradas PIX dentro de algumas horas, se todos os informação estiverem corretos."
546,Consultas e informações gerais,Como posso me registrar além-mar serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os informação solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
547,,"por exemplo faço para fazer transporte do banco do correio, através do app? Não tem campo para colocar o código","Acesse o seu app da Brastel Remit -> Menu lado esquerdo para cima ->Instruções de depósito ->Transferência bancária ->JP Bank ->ATM do Japan Post Bank ->Siga as instruções de depósito ** digite de forma correta seu código de depósito ( são os 8 números que estão no passo n° 14 e 15 ). Onde aparece seu nome, você apaga e coloca esse código deposito. Qualquer dúvida estamos à disposição. Obrigado"
548,Problemas e suporte,"Olá, gostaria de saber quanto tempo pausa para despencar meu reembolso?",vantajoso dia Voce fez a solicitacao do nada reembolso ?
549,Consultas e informações gerais,Bom dia Gostaria de uma informação quando daria adentro yen Para enviar para vc o Brasil um mil reais,"¥31,955 ---> R$1.000,00 com estipêndio inclusa. Lembrando que cotação após as 10h40, podendo haver mudança no valor. Qualquer dúvida estamos à disposição. Obrigado"
550,Gerenciamento de cadastro e documentos,"Olá bom dia! Ontem registrar um beneficiário, que correcto enviar urgente uma vez remessa para o Brasil mas está processando, tem como vocês liberarem para eu efetuar a remessa ainda hoje, por favor!","Por gentileza, poderia aguardar mais certo número de minutos? Logo ira receber a notificacao e podera processar a sua remessa. Qualquer outra duvida, por favor, entre superficialmente contato. Estaremos a disposicao."
551,Consultas e informações gerais,Atualizei os sítio e no presente como acessar minha conta,benéfico dia Você tem acesso a este email (aaaa@bbb.com) ? Podemos encaminhar uma senha temporária. Foi enviado uma senha temporaria estrangeiro email acima. Qualquer dúvida estamos à disposição. Obrigado
552,,Conseguiram ver alguma negócio porque precisava mandar essa grana hoje pro Brasil Que zuado foi pra conta alguma outra pessoa então,"Raul, pode ser que o deposito nao seja aceito. Sao 2 numeros errados. Pede o zairyu card e a ilustração do cartao do banco configurado seguranca."
553,Consultas e informações gerais,Como posso me inscrever além-mar serviço fome remessa?,"Bom dia! Para privar inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os informação solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
554,Consultas e informações gerais,"Quero enviar dinheiro para O Brasil, vc poderia me advertir como faz?","Bom dia! Para se inscrever no serviço de remessa, por favor, baixe ó aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua registro e você já poderá registrar os seus beneficiários. Com ó app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
555,,Como faço para efectivar sedimentos Já fiz o cadastro na Brastel remit,"Bom dia ! Para fazer o depósito, você pode solicitar um cartão de depósito ou poderá fazer a transferência honesto da sua conta do correio. O passo a passo para ambos os depósitos estarão disponíveis no dela aplicativo."
556,Consultas e informações gerais,"bom dia preciso enviar novamente 970,00 reais , qual importância diagonal ienes por favor???","R$970,00 ----> ¥30,499 com sucesso tributo inclusa . Lembrando que a cotacao pode mudar as 10:40 am"
557,Consultas e informações gerais,"Boa véspera Gostaria de saber a cotação pra 30,000¥ com a taxa, por gentileza","boa tarde, ¥30,000 (com a taxa de remessa) ---> reais 955.19 Qualquer incerteza estamos à disposição. Obrigado."
558,,Quero fazer remessa para o pau-pernambuco Como faço? Desse novo aplicativo até então não usei,"A sua nova conta foi ativada com sucesso! Você receberá um cartão de depósito num prazo de 3 a 4 dia-a-dia uteis. Você poderá deitar o valor da remessa no saldo do seu aplicativo por meio desse cartão de depósito ou então com seu cartão do banco, ambos passo a passo estão no app. Para registrar o beneficiário é possível enviar um formulário para que o próprio se registre ou você mesmo o registre. Dessa forma, com o valor no saldo e os beneficiários registrados, já é possível enviar as remessas. As remessas no Brasil estão enviando pagamentos via PIX e chegam no mesmo dia para o beneficiário."
559,Consultas e informações gerais,250 reais Quanto tenho depositar por um fio estação de correios Por favor,"benéfico tarde, 8.628 ienes incluindo as taxas Qualquer incerteza estamos à disposição. Obrigado."
560,Consultas e informações gerais,Oi benéfico fim de tarde Para chegar no brasil 982 reais quanto tenho que mandar ?,"Boa tarde, ¥30,818 (com a tributo morrendo remessa inclusa). Qualquer dúvida estamos à disposição. Obrigado."
561,Consultas e informações gerais,por exemplo posso me inscrever no serviço morrendo remessa?,"Boa tarde, Para se inscrever no serviço de remessa, por favor, baixe ó aplicação Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com ó app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
562,Consultas e informações gerais,vantajoso noite exato mandar 520 reais para o Brasil quanto seria em yen,Boa noite! Na taxa de câmbio forma hoje RS$520 : 16734 ienes
563,Consultas sobre prazos,Quanto tempo levará para O beneficiário sofrer O dinheiro?,"Bom dia! A maioria das remessas da Brastel para o Brasil estão sendo realizadas via PIX. Assim, estão sendo pagas dentro de certo número de minutos, se todos os dados estiverem corretos e a conta estiver apta a comprar pagamentos via PIX. Qualquer dúvida estamos à disposição. Obrigado."
